,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_node,dropoff_node,pickup_distance,dropoff_distance
11,id1299289,2,2016-05-15 11:16:11,2016-05-15 11:34:59,4,-73.9915313720703,40.74943923950195,-73.95654296875,40.7706298828125,N,1128,5235625492,8250715792,22.83668838126992,24.097613448569323
12,id1187965,2,2016-02-19 09:52:46,2016-02-19 10:11:20,2,-73.96298217773438,40.7566795349121,-73.98440551757811,40.760719299316406,N,1114,42448390,2435108449,82.9159761446326,4.305942588681264
13,id0799785,2,2016-06-01 20:58:29,2016-06-01 21:02:49,1,-73.95630645751953,40.76794052124024,-73.96611022949219,40.76300048828125,N,260,3562587905,42436519,15.996611886805995,43.116103637798965
14,id2900608,2,2016-05-27 00:43:36,2016-05-27 01:07:10,1,-73.99219512939453,40.72722625732422,-73.9746551513672,40.783069610595696,N,1414,5784518530,4689234438,41.66149649371979,14.3287587487363
15,id3319787,1,2016-05-16 15:29:02,2016-05-16 15:32:33,1,-73.95551300048828,40.768592834472656,-73.94876098632812,40.77154541015625,N,211,7136790827,4888399301,9.10726852002997,82.90234622729618
16,id3379579,2,2016-04-11 17:29:50,2016-04-11 18:08:26,1,-73.99116516113281,40.75556182861328,-73.9992904663086,40.7253532409668,N,2316,1758008333,8231934414,19.466479845009964,33.27764081900755
17,id1154431,1,2016-04-14 08:48:26,2016-04-14 09:00:37,1,-73.99425506591797,40.745803833007805,-73.9996566772461,40.723342895507805,N,731,42439842,8231885398,22.31997153194991,4.248516133859355
18,id3552682,1,2016-06-27 09:55:13,2016-06-27 10:17:10,1,-74.00398254394531,40.7130126953125,-73.97919464111328,40.74992370605469,N,1317,4878838744,8122411160,9.20076961143055,27.992956981447275
19,id3390316,2,2016-06-05 13:47:23,2016-06-05 13:51:34,1,-73.98388671875,40.73819732666016,-73.99120330810547,40.7278709411621,N,251,4132605268,8309479290,9.444588689494237,7.309743642169154
20,id2070428,1,2016-02-28 02:23:02,2016-02-28 02:31:08,1,-73.9803695678711,40.7424201965332,-73.96285247802734,40.76063537597656,N,486,4234425053,6795524033,12.432338571319338,2.0301030865151932
21,id0809232,2,2016-04-01 12:12:25,2016-04-01 12:23:17,1,-73.9795379638672,40.753360748291016,-73.96399688720702,40.763458251953125,N,652,8937823540,5373594221,48.541121593876234,65.1924373221885
22,id2352683,1,2016-04-09 03:34:27,2016-04-09 03:41:30,1,-73.99586486816406,40.7588119506836,-73.99332427978516,40.74032211303711,N,423,5851709098,7781159301,15.771052811753497,94.37973560602612
23,id1603037,1,2016-06-25 10:36:26,2016-06-25 10:55:49,1,-73.9935531616211,40.747173309326165,-74.00614166259764,40.704383850097656,N,1163,42438547,7139608174,17.553233284006367,6.267258947202394
24,id3321406,2,2016-06-03 08:15:05,2016-06-03 08:56:30,1,-73.95523071289062,40.77713394165039,-73.78874969482422,40.64147186279297,N,2485,42448238,42437522,32.91999400294001,17776.765241482306
25,id0129640,2,2016-02-14 13:27:56,2016-02-14 13:49:19,1,-73.95658111572266,40.77135848999024,-73.97496795654298,40.732791900634766,N,1283,8250780931,9140927083,6.050639569926991,15.424638550575537
26,id3587298,1,2016-02-27 21:56:01,2016-02-27 22:14:51,1,-73.9837646484375,40.74987411499024,-73.95883178710938,40.80096054077149,N,1130,3769557279,9078592316,23.37234860010846,20.274273652333203
27,id2104175,1,2016-06-20 23:07:16,2016-06-20 23:18:50,1,-73.95843505859375,40.713191986083984,-73.9495391845703,40.68025207519531,N,694,42423043,42451518,1477.1207080429301,4245.9367114731
28,id3973319,2,2016-06-13 21:57:27,2016-06-13 22:12:19,1,-73.99421691894531,40.71330642700195,-73.98284912109375,40.69229888916016,N,892,496707000,5804478354,30.698602333267598,2025.0631838543886
29,id1410897,1,2016-03-23 14:10:39,2016-03-23 14:49:30,1,-73.98211669921875,40.75635147094727,-73.86569213867188,40.77098846435546,N,2331,2176936521,3786724053,33.6796983022023,6038.180082517688
30,id0266980,1,2016-05-17 10:47:51,2016-05-17 11:12:30,1,-73.97093963623048,40.76166915893555,-73.9962387084961,40.72536849975586,N,1479,596775935,4202908171,6.641004619285552,10.589289794273167
31,id2822549,2,2016-05-21 13:03:24,2016-05-21 13:20:52,1,-73.9982681274414,40.720039367675774,-74.01036071777344,40.67213821411133,N,1048,5297484683,4150144218,3.4043053700996775,3234.338831268737
32,id3075902,2,2016-05-10 19:27:38,2016-05-10 19:44:40,2,-74.00550079345702,40.706588745117195,-73.9858169555664,40.74420166015625,N,1022,7139624431,42445888,28.500317213305483,24.077524248479897
33,id0023813,1,2016-04-17 14:38:30,2016-04-17 15:16:19,1,-73.99031066894531,40.7565803527832,-73.87091827392578,40.77392959594727,N,2269,42435660,3786724053,3.2759306347140287,5498.512086405812
34,id3970352,1,2016-01-09 12:55:35,2016-01-09 13:07:22,1,-74.00899505615233,40.712589263916016,-73.99863433837889,40.72280883789063,N,707,6150637876,3573482109,16.095247499450778,20.155568607775166
35,id3361153,1,2016-03-11 07:11:23,2016-03-11 07:20:09,1,-73.99456024169923,40.750526428222656,-73.97850036621094,40.7561912536621,N,526,8660001944,3944708043,26.249538373297867,39.0484817420591
36,id1870624,1,2016-01-05 15:29:54,2016-01-05 15:39:07,3,-73.9515151977539,40.77024841308594,-73.95852661132812,40.76151657104492,N,553,6689923795,4918486968,13.831066642773552,53.320227802138746
37,id2403238,1,2016-06-23 23:00:09,2016-06-23 23:04:46,1,-73.98806762695312,40.72808074951172,-73.98075103759764,40.72146987915039,N,277,3420766632,8309479340,4.140259471067968,19.625423125928215
38,id3323083,1,2016-05-27 14:26:12,2016-05-27 14:46:01,2,-73.97812652587889,40.75834274291992,-73.99224853515625,40.73054122924805,N,1189,6814933411,8309479163,24.971326901044723,5.160101670669133
39,id3720663,1,2016-05-10 16:14:56,2016-05-10 16:40:19,1,-73.97776794433594,40.77407836914063,-73.9471435546875,40.77599334716797,N,1523,7802856367,42428037,34.28217906381594,7.38170265269576
40,id0578558,1,2016-04-21 21:28:27,2016-04-21 21:52:37,2,-73.9885482788086,40.74597930908203,-73.97088623046875,40.79338455200195,N,1450,8265964364,42442528,3.895754630641945,3.9539857575374198
41,id2573056,2,2016-04-14 13:27:52,2016-04-14 13:46:14,2,-73.97472381591797,40.75113677978516,-73.9544448852539,40.76411819458008,N,1102,4202958490,6747038938,46.45510943813051,31.474421313139917
42,id2129090,1,2016-03-14 14:05:39,2016-03-14 14:28:05,1,-73.97509002685547,40.758766174316406,-73.95320129394531,40.76506805419922,N,1346,42440453,3786876210,31.170662283577297,64.11800439230569
43,id3961107,1,2016-03-19 01:12:46,2016-03-19 01:18:49,1,-73.97647094726561,40.73978042602539,-73.98066711425781,40.72996520996094,N,363,9470272149,8309479554,9.276099423659355,24.60623899053878
44,id3326491,2,2016-02-12 07:41:56,2016-02-12 07:51:15,1,-73.97964477539062,40.73963165283203,-73.99472808837889,40.72349548339844,N,559,7640856878,428833476,13.438919953375835,8.292691985112667
45,id0718344,2,2016-06-13 15:52:20,2016-06-13 16:16:58,1,-74.01632690429686,40.70499038696289,-73.98210906982422,40.773750305175774,N,1478,4145432042,5117991235,7.937577929702824,1.265316167341129
46,id3188770,1,2016-01-03 16:59:02,2016-01-03 17:04:50,1,-73.98513793945312,40.73219299316406,-73.98963928222656,40.72087478637695,N,348,8309479683,9181660645,14.051366525768945,1.210838167296678
47,id1956279,2,2016-02-26 08:37:00,2016-02-26 08:43:15,1,-73.98165893554686,40.778972625732415,-73.96981048583984,40.79212951660156,N,375,8323051888,7792793734,31.435445865027347,116.97974893203768
48,id2391523,1,2016-05-18 21:50:24,2016-05-18 22:10:41,3,-73.9661636352539,40.766914367675774,-73.99217987060547,40.7258186340332,N,1217,42447230,5243701466,46.82465050403043,9.453763782240785
49,id2662609,1,2016-04-10 19:11:03,2016-04-10 19:25:39,1,-73.96546936035155,40.765846252441406,-73.96095275878906,40.79692840576172,N,876,9178272150,7784826637,4.5536174700971035,10.696750939004488
50,id2067879,2,2016-01-19 23:19:01,2016-01-19 23:44:58,1,-73.99681854248048,40.75286102294922,-73.80900573730467,40.81687545776367,N,1557,8262309051,371225132,9.214793172612366,10263.478024298907
51,id1939961,1,2016-05-07 13:18:52,2016-05-07 13:46:19,1,-73.97725677490233,40.77424621582031,-73.9900131225586,40.7326545715332,N,1647,7802856372,8309479658,11.051220598527015,4.564750918256049
52,id0675800,2,2016-02-15 09:25:15,2016-02-15 09:35:49,6,-73.97775268554686,40.75463104248047,-74.00167846679686,40.75642013549805,N,634,3955372308,8261122892,6.757876164489512,13.432622708552083
53,id2569332,1,2016-04-13 14:24:47,2016-04-13 14:30:52,1,-73.9687271118164,40.78643798828125,-73.96049499511719,40.77815246582031,N,365,7106818627,3341917066,33.802441074314125,11.86062570517102
54,id0526266,2,2016-05-15 09:42:58,2016-05-15 09:56:37,1,-73.93488311767578,40.80101013183594,-73.98300170898438,40.72256851196289,N,819,3931534872,7977832474,3.0034295357676486,6.554008057082946
55,id3827863,2,2016-04-19 11:29:08,2016-04-19 12:27:56,3,-73.79289245605469,40.657878875732415,-73.80918884277344,40.69018173217773,N,3528,370888802,370895809,16718.884317240896,14299.092787035002
56,id1388344,2,2016-01-02 15:41:11,2016-01-02 16:01:39,2,-73.98233795166014,40.76280975341797,-73.98285675048828,40.748779296875,N,1228,4784141039,42434948,24.35648859525143,50.26553212490256
57,id1079955,1,2016-04-22 11:28:00,2016-04-22 12:11:27,1,-73.99485015869139,40.718780517578125,-73.98341369628906,40.75885009765625,N,2607,7641718020,6167628291,28.94100734545491,64.77588024964312
58,id0256505,1,2016-03-14 15:04:38,2016-03-14 15:16:13,1,-73.9944839477539,40.74508666992188,-73.99899291992188,40.72270965576172,N,695,42439840,4755831437,38.015565006418875,5.8844091072920985
59,id1530524,1,2016-03-19 17:41:05,2016-03-19 17:48:57,1,-73.95342254638672,40.76765823364258,-73.98031616210938,40.7377815246582,N,472,6670244830,4015192893,8.433352022340308,20.153494370678448
60,id1674872,1,2016-02-29 02:46:24,2016-02-29 02:55:10,1,-73.95185089111328,40.71406936645508,-73.96797180175781,40.688720703125,N,526,42450876,42451508,1986.688501784841,2663.9821231305973
61,id1040444,2,2016-01-07 17:01:32,2016-01-07 17:13:33,4,-73.9769515991211,40.75202178955078,-74.00121307373048,40.75161361694336,N,721,3786902258,8261122857,12.659654390985345,18.662764889339858
62,id1674996,1,2016-05-13 12:32:12,2016-05-13 12:40:44,1,-74.00180053710938,40.72613525390625,-74.0071563720703,40.74080657958984,N,512,8231934404,42429412,13.553465753602408,32.48023053050433
63,id1965939,1,2016-05-24 12:16:33,2016-05-24 12:28:33,1,-73.99409484863281,40.76155090332031,-73.98063659667967,40.78963851928711,N,720,42432706,9168918207,2.1952578101389286,36.70968284355387
64,id0442192,1,2016-04-10 16:07:46,2016-04-10 16:10:40,1,-74.0063247680664,40.73339080810546,-74.00000762939453,40.743255615234375,N,174,8288270319,42427381,28.94374259000493,23.109455191066438
65,id0515898,2,2016-05-21 17:38:55,2016-05-21 17:46:53,1,-74.00257110595702,40.73931121826172,-73.99188232421875,40.744998931884766,N,478,6211332474,8397237737,13.001823156704402,6.6408054038816955
66,id1182327,2,2016-02-29 11:22:35,2016-02-29 11:35:43,1,-73.94830322265625,40.7744369506836,-73.96370697021484,40.75548553466797,N,788,7834030796,42436716,20.32606229689409,88.00111779726514
67,id3913101,1,2016-06-25 22:05:46,2016-06-25 22:22:29,2,-74.00141143798828,40.76143264770508,-73.92462921142578,40.86402893066406,N,1003,593854267,42427863,10.754423879012796,83.58937826531655
68,id1680350,1,2016-03-18 20:56:16,2016-03-18 20:59:51,1,-74.00298309326173,40.72331237792969,-74.00155639648438,40.72882461547852,N,215,42432142,8309478940,1.2502897642866386,42.65000828139948
69,id0913838,2,2016-02-03 16:22:50,2016-02-03 16:37:20,5,-73.97833251953125,40.754070281982415,-73.95973205566406,40.77275848388672,N,870,42445920,42447084,5.163087591380785,54.70881956559437
70,id3896508,2,2016-06-07 22:32:32,2016-06-07 22:46:06,1,-73.86338043212889,40.76988983154297,-73.83712768554686,40.72135925292969,N,814,3786724053,371198751,6267.097426670931,10711.647185910591
71,id2846400,2,2016-03-16 20:13:12,2016-03-16 20:23:49,1,-73.99725341796875,40.717960357666016,-73.99925231933594,40.730018615722656,N,637,7641718039,8309478969,9.479321275520286,4.90892986993704
72,id1510700,2,2016-02-20 21:58:13,2016-02-20 21:59:10,1,-73.9583969116211,40.77262878417969,-73.95513153076173,40.77424240112305,N,57,42446472,8250715774,39.74772083775239,42.035750150339375
73,id0813128,2,2016-02-20 18:57:43,2016-02-20 19:07:32,2,-73.99120330810547,40.74955368041992,-73.97919464111328,40.74630737304688,N,589,9414480621,8119462471,19.92057194641801,19.71942665199269
74,id1158195,1,2016-03-24 17:58:51,2016-03-24 18:36:46,1,-73.99232482910156,40.73072052001953,-73.87250518798828,40.77449798583984,N,2275,8309479164,3786724053,8.886694770946834,5350.699667088019
75,id0959273,1,2016-03-20 23:16:39,2016-03-20 23:27:26,1,-73.98883819580078,40.768901824951165,-73.95553588867188,40.77174377441406,N,647,7557417147,8250715763,21.32657327458034,38.73400288230437
76,id0739660,1,2016-05-16 13:07:10,2016-05-16 13:34:18,3,-73.9647216796875,40.80660629272461,-73.98457336425781,40.76067733764648,N,1628,7004372899,2435108444,6.22329599137069,6.602267077226997
77,id3769871,1,2016-06-17 17:32:59,2016-06-17 18:11:56,1,-73.94314575195312,40.78963088989258,-73.9894790649414,40.76276397705078,N,2337,5475082073,3463813443,18.58793103728255,4.832936912944658
78,id1818021,1,2016-03-23 00:34:10,2016-03-23 00:45:24,1,-74.01116943359375,40.70360565185546,-74.0056915283203,40.74135971069336,N,674,5200192560,5244251221,5.664632588724756,25.970809368141946
79,id0982165,2,2016-04-12 21:29:16,2016-04-12 21:49:06,1,-73.98031616210938,40.75885009765625,-74.01013946533203,40.70508193969727,N,1190,3971196621,8276468877,54.804710889822395,8.1737926986699
80,id1519515,2,2016-06-11 12:52:19,2016-06-11 13:12:10,1,-73.95049285888672,40.77126693725586,-74.0012435913086,40.746490478515625,N,1191,6689923787,5545401589,4.241912907338349,3.8903670951361877
81,id1082443,2,2016-02-25 14:56:26,2016-02-25 15:09:31,1,-73.98712158203125,40.76847457885742,-73.97582244873048,40.75971221923828,N,785,7644293501,3977886241,92.87240706828378,28.90567456142063
82,id2934884,2,2016-01-07 19:32:15,2016-01-07 19:40:55,1,-73.98638916015625,40.756614685058594,-73.99979400634764,40.76163101196289,N,520,4578017558,1993431127,6.465002830240747,19.105429667405517
83,id1205949,1,2016-06-05 18:43:14,2016-06-05 18:46:52,1,-73.96260833740233,40.758827209472656,-73.95419311523438,40.76405334472656,N,218,6133374844,1733612450,4.694549965381597,21.77708956848461
84,id2592310,2,2016-06-13 07:20:46,2016-06-13 07:24:28,1,-73.99041748046875,40.756881713867195,-73.98197937011719,40.75999069213867,N,222,5916783970,3971196624,27.76807428055809,24.936147331341246
85,id0883711,1,2016-01-16 21:22:41,2016-01-16 21:42:45,1,-73.99363708496092,40.7342185974121,-73.96146392822266,40.7692985534668,N,1204,8309479779,42445236,70.16920605409767,40.141042235141136
86,id0283075,1,2016-04-06 23:42:26,2016-04-07 00:12:08,1,-73.78247833251953,40.64464569091797,-73.9811248779297,40.72088623046875,N,1782,42437522,3783144654,18102.493075444214,7.868444732202041
87,id2107497,1,2016-05-13 20:46:55,2016-05-13 21:06:29,2,-74.01395416259764,40.712833404541016,-73.99755096435547,40.718074798583984,N,1174,4143835697,8307641589,5.016736101736206,27.902583545831813
88,id2090852,2,2016-01-28 11:25:20,2016-01-28 11:30:56,1,-73.96882629394531,40.75419616699219,-73.97275543212889,40.746612548828125,N,336,6175849565,5129150834,4.770154267962982,20.971874965850343
89,id1297351,2,2016-06-24 14:24:31,2016-06-24 14:32:21,1,-74.00328826904298,40.72697067260742,-73.99330139160156,40.73912048339844,N,470,8231934390,5481850675,3.1353107261236155,54.363071262870825
90,id0667605,2,2016-05-27 16:17:36,2016-05-27 16:23:22,1,-73.99105834960938,40.739570617675774,-74.006103515625,40.73455047607422,N,346,7781115597,8307642109,7.845646192806919,6.4592498725505605
91,id1476107,1,2016-05-22 15:41:29,2016-05-22 15:48:28,1,-73.96688079833984,40.78868103027344,-73.96282196044923,40.775726318359375,N,419,7123525330,42436913,17.152915943693827,19.48211760153866
92,id0673727,2,2016-05-18 19:15:27,2016-05-18 19:44:49,1,-73.96167755126953,40.77596664428711,-73.85739135742188,40.73328399658203,N,1762,5402554238,371198751,20.08077057770214,8557.51979687895
93,id2030290,1,2016-03-31 11:33:30,2016-03-31 12:12:31,3,-73.86431884765625,40.76982879638672,-73.98586273193358,40.76095199584961,N,2341,3786724053,8704367786,6199.982287317502,45.42726025265047
94,id3770790,1,2016-02-13 13:12:49,2016-02-13 13:19:35,1,-73.9922332763672,40.74428176879882,-74.00823211669923,40.74882507324219,N,406,42430274,246579750,32.32438793381344,25.733019653695717
95,id3025098,2,2016-01-20 19:21:31,2016-01-20 19:31:27,1,-73.97698211669923,40.750301361083984,-73.99912261962889,40.73950958251953,N,596,42446949,8310246389,15.672973976770406,22.287380673936497
96,id3333094,2,2016-06-02 23:34:00,2016-06-02 23:41:15,1,-73.9734649658203,40.755229949951165,-73.97736358642578,40.742820739746094,N,435,42446987,3817760030,16.27998309809159,3.6552400324570242
97,id2228940,1,2016-02-04 13:22:02,2016-02-04 13:40:30,1,-73.98186492919923,40.75877380371094,-73.97022247314453,40.784141540527344,N,1108,3971196620,7784867925,32.34090051834828,10.072911419971147
98,id2102594,1,2016-03-30 16:14:29,2016-03-30 17:01:33,1,-73.78984069824217,40.64355850219727,-73.97066497802734,40.687278747558594,N,2824,42437522,3235903195,17592.03841432922,2742.2844366396453
99,id0010677,1,2016-04-29 10:40:34,2016-04-29 10:53:23,2,-73.99197387695312,40.749996185302734,-73.9778823852539,40.7548942565918,N,769,5235625493,3944708037,45.9180404129017,9.785695800736079
100,id3194108,1,2016-06-01 11:48:41,2016-06-01 12:19:07,1,-74.0050277709961,40.74645233154297,-73.97200775146483,40.74578094482422,N,1826,42443676,7684215083,9.226892389413774,9.317569067524149
101,id2063827,1,2016-05-18 21:09:02,2016-05-18 21:18:55,1,-73.98141479492188,40.756732940673835,-73.97056579589844,40.75569534301758,N,593,2176936535,4782442659,29.482528345760436,18.29458923415934
102,id0105610,1,2016-02-19 20:01:24,2016-02-19 20:35:49,3,-73.7897186279297,40.64370727539063,-73.97869873046875,40.75034332275391,N,2065,42437522,561042197,17594.114364245317,11.119980793471516
103,id3502065,1,2016-03-15 21:03:44,2016-03-15 21:14:37,1,-73.97401428222656,40.75715255737305,-73.94973754882812,40.77709197998047,N,653,3977886197,7834025527,9.444602974912653,25.070286305336154
104,id3508035,2,2016-06-06 20:13:56,2016-06-06 20:45:20,6,-73.7881317138672,40.641460418701165,-73.97177124023438,40.749408721923835,N,1884,42437522,9140884585,17824.061660203297,25.169496333580636
105,id3236276,2,2016-01-27 08:07:32,2016-01-27 08:24:01,1,-73.95603942871092,40.767608642578125,-73.96820068359375,40.78668975830078,N,989,3562587907,7106818627,11.206473828693225,18.62513812941101
106,id3277902,1,2016-04-09 15:04:31,2016-04-09 15:11:30,1,-73.97316741943358,40.75569915771485,-73.98865509033203,40.73699569702149,N,419,4782506037,5266429282,33.6141276717775,5.236758926046217
107,id2335059,1,2016-05-27 11:10:32,2016-05-27 11:26:34,4,-73.9758071899414,40.76062774658203,-73.98778533935547,40.754920959472656,N,962,3977886251,5475605304,16.612028554255218,14.450690436599016
108,id2300865,1,2016-05-10 10:31:22,2016-05-10 10:35:25,1,-73.96588134765625,40.762840270996094,-73.96099090576173,40.7708740234375,N,243,42436519,3382948112,18.49884471785264,63.81359727977642
109,id3962434,2,2016-01-10 08:45:31,2016-01-10 08:51:44,2,-73.98927307128906,40.75648880004882,-74.00279998779298,40.760501861572266,N,373,6167628293,247085079,58.0883309761356,34.11393049907253
110,id2677672,1,2016-02-18 17:47:39,2016-02-18 17:54:03,2,-73.94575500488281,40.773681640625,-73.95343017578125,40.78107833862305,N,384,6352970533,7160238615,6.019557260096512,64.40358664628377
111,id0589360,1,2016-05-22 17:34:08,2016-05-22 18:20:01,1,-73.86367797851561,40.76977157592773,-74.00721740722656,40.70489501953125,N,2753,3786724053,7139624461,6250.824687907763,19.44229974477392
112,id0970832,1,2016-03-12 20:39:39,2016-03-12 21:05:40,1,-74.00824737548828,40.747352600097656,-73.97944641113281,40.71875,N,1561,42443677,42432041,46.62015685706742,9.85386040834454
113,id0694434,1,2016-01-26 23:40:14,2016-01-26 23:48:39,1,-74.00679779052734,40.70607376098633,-73.9740219116211,40.74407577514648,N,505,3758561309,5131026390,39.913773680487196,41.47993032403053
114,id3729136,2,2016-01-30 15:15:47,2016-01-30 15:30:47,2,-73.97727203369139,40.75735092163086,-74.00243377685547,40.73440170288086,N,900,4737669350,8307642090,40.0995896995619,5.905492774209478
115,id2358953,2,2016-06-27 00:31:28,2016-06-27 01:06:44,1,-73.87081909179686,40.773738861083984,-73.85749816894531,41.0178108215332,N,2116,3786724053,8584769103,5515.322060028525,16656.888657942647
116,id0935429,1,2016-05-02 06:58:06,2016-05-02 07:08:17,1,-73.99909210205078,40.74549102783203,-73.9785614013672,40.762325286865234,N,611,4205565536,3971302312,44.88446989234684,7.480448572298825
117,id3056417,2,2016-04-11 14:18:21,2016-04-11 14:34:33,1,-73.98435974121092,40.74271011352539,-73.98774719238281,40.75188827514648,N,972,42454522,42428264,9.990053714564908,37.9629243638215
118,id1152886,2,2016-01-21 14:34:06,2016-01-21 14:44:10,1,-73.96167755126953,40.77117919921875,-73.95211029052734,40.78435897827149,N,604,42438798,7093620728,9.771123721456107,23.341092927631866
119,id1796723,1,2016-02-09 15:54:53,2016-02-09 16:04:47,1,-73.99385833740233,40.73579788208008,-73.99462127685547,40.75046157836913,N,594,8310246305,8660001944,19.684651694635892,17.69551409340177
120,id0045014,1,2016-04-20 20:29:42,2016-04-20 20:39:16,1,-73.95012664794923,40.780086517333984,-73.96282958984375,40.7626838684082,N,574,7134855800,9496052477,27.23029040824734,2.295391668268847
121,id2648478,1,2016-01-18 11:13:59,2016-01-18 11:18:56,1,-73.95157623291014,40.766468048095696,-73.96021270751953,40.76054000854492,N,297,596799891,8231348299,34.11474635842014,20.652667522782274
122,id0702030,1,2016-01-07 23:24:44,2016-01-07 23:26:25,1,-73.99929809570312,40.7495346069336,-74.00536346435547,40.743518829345696,N,101,5143758609,4555581045,17.660729549362934,30.08820745807769
123,id3024438,2,2016-06-10 22:24:37,2016-06-10 22:41:58,1,-73.95372009277344,40.77529525756836,-73.99119567871094,40.726318359375,N,1041,8250715793,8309479102,6.697132568226763,37.9535378278359
124,id2146569,2,2016-06-23 22:17:35,2016-06-23 22:21:07,1,-73.97679901123048,40.74995040893555,-73.9815673828125,40.745769500732415,N,212,42446949,8119462501,27.690561724836257,45.82162667504909
125,id2307151,1,2016-02-07 18:08:06,2016-02-07 18:15:08,1,-73.96195220947266,40.80044555664063,-73.9784164428711,40.78279113769531,N,422,42443413,6929267036,11.395563935034698,18.591942890808188
126,id2049424,2,2016-03-02 20:15:07,2016-03-02 20:37:43,1,-73.96389007568358,40.77365112304688,-74.00511169433594,40.75149154663086,N,1356,42430052,8261123024,13.785039102862761,3.092310132981841
127,id2209089,1,2016-02-24 22:56:43,2016-02-24 23:03:39,1,-74.00691223144531,40.73036193847656,-74.00594329833984,40.72706985473633,N,416,8214331018,8307641875,10.623444636251318,23.886837525340777
128,id0391524,1,2016-04-06 12:14:40,2016-04-06 12:33:18,1,-73.97864532470702,40.7480354309082,-73.97013092041014,40.76273727416992,N,1118,8842216739,7788529739,18.195532607971447,23.611331651944408
129,id2681033,1,2016-06-17 10:01:39,2016-06-17 10:16:13,1,-73.9768295288086,40.788211822509766,-73.98374938964845,40.76253128051758,N,874,8699239253,3977886871,13.714341977017979,40.425414774806484
130,id2040275,1,2016-06-16 20:31:09,2016-06-16 20:36:30,1,-73.93694305419923,40.79823303222656,-73.94638061523438,40.7808837890625,N,321,42439497,6185259903,13.228745912398743,19.239728135230617
131,id0073842,2,2016-03-30 23:49:41,2016-03-30 23:56:21,1,-73.99005126953125,40.73801040649414,-73.99093627929686,40.725215911865234,N,400,9032581895,7977873338,9.603687207138906,46.56606845393601
132,id3942339,1,2016-01-05 17:58:04,2016-01-05 18:13:38,1,-73.97882843017578,40.75280380249024,-73.99103546142578,40.75041961669922,N,934,9140884591,7590955909,18.674017533410698,3.3629934637736905
133,id2991616,2,2016-03-19 19:51:34,2016-03-19 20:04:27,3,-73.98356628417967,40.75556182861328,-73.98236846923827,40.76696014404297,N,773,42430338,4207815982,7.0428603055697385,24.83953513570922
134,id1047459,2,2016-01-22 17:31:53,2016-01-22 17:37:30,3,-73.98841094970702,40.75896072387695,-73.99189758300781,40.77069091796875,N,337,6598535204,4207865789,20.616292385453836,18.05881221402485
135,id1737558,1,2016-05-18 19:08:31,2016-05-18 19:12:25,1,-73.96023559570312,40.7622299194336,-73.95059204101561,40.77531433105469,N,234,4918486925,7834025547,6.780222530186202,28.569207115483582
